,yorum,positivity
250,hersey anlattildigi gibiydi oyun turkce ps4 bandrollu magazanin iletisimide iyi tesekur ederim,1
251,anlatildigi resimdekinin aynisi geldi gayet ozenli orjinal tesekkur ederim,1
252,fifa olurda begenmeyiz magazadan uygun fiyata saglam sekilde teslim aldim urunlerini tavsiye ederim gayet basarili,1
253,urunu oynayinca anlayacaz bakalim ama 24 saatte ulasti elime paketleme harika,1
254,urun elime yeni ulasti tam anlatildigi bandrollu ps4 cevrili jelatinli tamamen orjinal yorumlarda yok fatura cikmadi vs yazan arkadaslar fiyata orjinal oyun aliyorsunuz neyin kafasini yasiyorsunuz takintin gidicen avm lerden 350 tl alican firma ilgi alakasi super yollayan kisi icine kartini ismini yazmis bunlar guzel seyler 1 yildiz kirdim o 26 eylule mevcut denmesi kargonun biraz gec gelmesi o istenerek yapildigini zannetmiyorum yeni urun sonucta denildigi zamanda satan firmaya ulasmamis olabilir o yorumda abartmamali biraz anlayis memnun kaldim alacak arkadaslara firmadan tavsiye ederim tesekkurler ,1
255,urun an geldi elime guvenlik seritli bandrolluydu turkiye kapakliydi anlayildigi puan kirmamin sebebi kargoya soylenildigi zamanda verilmemesi,1
256,urun elime gecti gercekten ozenle paketlenmis eksiksiz tesekkurler,1
257,oncelikle donanimhaber forumlarda dukkan hos olmayan yorumlara rasladim yakinlarda oturdugum bizzat kendim gittim aldim oyunu ilgililer guler yuzluler yardimcilar herkezin guvenle alisveris yapabilecegi yer tsk ederim sayenizde fifayi 1 hafta oynayabilecegim ,1
258,fifa serisi zamanki numara magaza ilgili fiyatlari uygun sorulara hizli cevap veriyorlar siparisler zaman ilk tercihim fifa yi herkesten temin edip oncelikli olarak teslim edecekleri tavsiye ederim ,1
259,renk farkli geldi kalite biraz dusuk ,1
260,fiyat makul urun rahat kullanisli tavsiye ederim urunu beyaz 8gb hafiza karti istemistim fakat urun siyah gelip hafiza kartimida vermediler magaza iletisime gecip anca 4 gun geldi urun disariya ses veriyor ,1
261,muthis alinmasini tavsiye ederim,1
262,urunun pl- 2044 olanindan aldim birde urunden pl-2044 olan modeli tavsiye ederim urun dis kasa olarak birebir ayni ancak ses kalitesi cekme mesafesi olarak pl-2044 iyi alacaksaniz almanizi tavsiye ederim ,1
263,tam fiyat performans urunu gorunusu guzel,1
264,mono kulaklik dunyanin iyi bas tizi veren kulakligida olsa mono olduktan muzik keyif vermez 5 tl lik kulakliklarda stereo mona yaramaz birine hediye etcez artik ayrica maagza yalan konustu kulakligi ureten firma mono hastasi galiba hayatta katlanamam mono muzige bunla guzel haber dinlenilir,1
265,guzel urun tipi guzel ozellikleri guzel net kaliteli sesi bass sesileride yeterli kask kullanmak aldim disaridan gelen sesleri azaltir 2ci urunum ,1
266,ses disariya ses vermesi disinda kotu bi yok goruntusu hos tam bi fiyat performans urunu,1
267,sesi numara ama biraz dandik malzemesi disinda urun yeni geldi paketlenmesi iyiydi eksiksiz geldi,1
268,urun harika fiyatina gore iyi ,1
269,guzel urun ucuz iyi satici disarida takilabilen kaba degil kulaklik tarafinin sesi bozuk olmasa gercekten iyi ses kalitesi ,1
270,urunu kuluginiza taktiktan 10 dakika aci hissetmeye basliyorsunuz gittikce aci artiyor yarim saatten takmaniz imkansiz hale geliyor mlesef ayrica plastik kokusu rahatsiz edici seviyede urun ozellikleri bakimindan iyi fakat detaylar kullanmanizi engelliyor maalesef ,1
271,urun iyi 30 tl ye kalite harirka bence herkeze tavsiye ederim 3 gunde elime ulasti derece kullanisli sevdim guzell ses saglam magaza f p urunu 33 tl ye aldim sesi fena degil is gorur,1
272,urun anlatildigi geldi memnun kaldim tavsiye ederim,1
273,tek kelimeyle bayildim bayildim tavsiye ederim sarj sureside iyi seste fena degil,1
274,surat kargo herzamanki fiyasko maalesef urun sikintimiz olmadi radyosu zayif cekiyor sadece ,1
275,sol kulaktan biraz ses gelio ama parasina gore iyi radyo cekmesi zayif anten ola iyi begendim tesekkurler ,1
276,guzel urun ozellikleri anlatildigi tesekkurler arkadaslar beyendim,1
277,fiyatina gore fena degil kullandikca gorecegiz,1
278,urun guzel fakat aux kablosu yok yanina farkli aux kablosu konulmus oda calismiyor ama kulaklik gayet iyi,1
279,urun alirken yorumlari okuyarak aldim hizli sekilde guzel paketlenerek elime gecti tavsiye ederim,1
280,urunun genel anlamda durusu guzel malzeme kalitesine yonelik hissiyati iyi fiyatinin ustunde performansi oglum almistim aldigim pahali kulakliklarin omru uzun olmadigi fiyatindan fazla beklentiye girmeden almistim dun kullandik ses kalitesi iyi tek sikintisi sarkilar arasi bekleme esnasinda arka planda aralikli olarak parazit gurultu olusuyor disinda sikintisi yok farkli saticidan aldigimdan iyi urun geldi radyosu calisiyor aux kablosunu ek olarak gondermisler ses kalitesi bence fiyatina gore iyi ,1
281,alan pisman olmax,1
282,3 kulkligi hediye olarak aldim gayet sik renk gorunum gonderilen aux kablosu dahil mavi - dusunmusler tesekkur ederiz,1
283,yesil renklisini aldim 2 gunde elime ulasti gayet kullanisli fazla ozellikli fiyatinin hakkini veren bi urun biraz bass fazla geliyo disinda radyosu ormanlik alanda bile gayet guzel cekiyo sarji 6 saatten fazla gidiyo sik gorunumlu hafif spor ideal kulaklik,1
284,urun anlatildigi geldi renk ozellikleri olarak uygundu siparisime ancak basliktada dedigim p47 olarak siparis ettim fakat gelen urun mh1 urundu fiyatina gore gayet iyi urun ,1
285,urun gayet guzel ses baya yuksek ama kulakligin tarafinda sanki patlak hoparlor sesi ses yapiyor basli muziklerde aux kablosu vasat telefona tam oturmuyor gevsek duruyor ama genel anlamda fena degil,1
286,yere dusunce parcalandi disinda gayet iyi,1
287,sarj kablosu gonderilmemis,1
288,begendim guzel urun,1
289,fiyata gore gayet iyi,1
290,radyosu iyi cekmiyor ses kalitesi iyi,1
291,urun ekonomik basarili kargo hizmetinde sorun yok tesekkur ederim ,1
292,oglum aldim bayildi tesekkurler,1
293,fiyat performans olarak super fazla beklenti olmayin fiyata olsun,1
294,urun bekledigim geldi tavsiye ederim,1
295,fiyat-performans urunuğ,1
296,tabikide begendim,1
297,urun hizli geldi uzerinde entegre radyo bluetooth sd card dan sarki calma ozellikleri urunu siparis ederken sd card siparis edip etmek istemedigim soruldu sd card siparis ettim iyi etmisim super oldu urunun kutusunda sarj kablosu aux kablosu cikiyor sarj kablosunun baglanacagi adaptor urunle birlikte gelmiyor herhangi akilli telefon adaptorune baglayabilirsiniz sarj kablosunu sarj kablosu yaklasik 10-15cm uzunlugunda biraz kisa ama urunun ses kalitesi mukemmel,1
298,urunu begendik is arkadaslarim ayni anda 4 tane siparis verdiler magaza haberin olsun ayni kalitede olsun ,1
299,fiyatina gore gayet iyi sesi superdi tavsiye ediyorum begendim iyi yanlari bulutut mesafesi iyi ses kesilmiyor gorunumu fiyatina gore sik kotu yanlari ses kalitesi guzel ama cok kaliteli deegil idare eder malzeme kalitesi biraz kotu nazik kullanmassaniz hemen kirilabilir ,1
300,urun guzel sikinti yasamadim seside gayet iyi,1
301,urun guzel ses kalitesi iyi yalniz radyosu iyi cekmiyor elinizin kulaklikta olmasi lazim cizirti duymamak urunun radyosu yokmus dusunun ilave hafiza karti almaniz gerek yuklediginiz sarkilari dinleyebiliyorsunuz 6 sinifa giden cocugum aldim begendi ,1
302,basarili urun,1
303,begenmedim kullanilmis urun yolladilar parcalari eksik bozuktu ,1
304,alisveris tamamlandi sehirdisinda oldugum sureyi kacirdim urun degistirme talep ediyorum yapabilirim,1
305,urun fena degil parasina gore iyi ama plastik oldugu kirilma ihtimali yuksek,1
306,urun bluetooth kullanildiginda gayet guzel sesi fakat sd cart konusunda sikintili ses cizirtili geliyor radyoyu cektigini gormedim basindan vs tatmin olmadim patlak hoporlerden ses geliyor ,1
307,urun guzel ses harika alacaklara tavsiye ederim olumsuz yorumlara aldanmayin gercekten 10 numara 5 yildiz tesekkurler ,1
308,2 paket sigara parasi oncede almistim ses ozelliklerine bakildigi zaman fiyata cok iyi,1
309,ucretsiz kargo siparis verirken mallari gondermezler siparis verirken 6 lira odedim siparis gunu paketi aldim kulaklik iyi sadece sarj 1 5 saat surer paraya deger ucretsiz kargo gonderemedigim 2 yildiz kiraladim ,1
310,harika urun almak isteyenlere tavsiye ederim,1
311,uygun fiyatli parasina gore cocuklar uygun urun bas tiz beklentiniz ust seviyede fazla beklemeyiniz 2 tane urun aldim tanesinin kulaklik hoporloru kirik geldi gitti geldi olmasin japon yapistirici yapistirdim kontrol edilmeden gonderilmesi hata ,1
312,uygun fiyatli parasina gore cocuklar uygun urun bas tiz beklentiniz ust seviyede fazla beklemeyiniz 2 tane urun aldim tanesinin kulaklik hoporloru kirik geldi gitti geldi olmasin japon yapistirici yapistirdim kontrol edilmeden gonderilmesi hata ,1
313,3 defa kullanmadim bozuldu dolu oldugu haldeacilmiyor sarja birakinca aciliyor kapaniyor cikarinca calisiyor ama aradan zaman gectimi acilmiyor pili dolu bataryada ariza urun komple arizali,1
314,33 liraya dandik olur sandim ama sasirtici derecede kaliteli guzel ses kusursuz mesafe epey iyi uzaktan kontrolu iyi ozellik tek tusla muzik degistirme durdurma vs iyi radyo ozelligi guzel tek problem windows eslestirip calistirmak iskence neredeyse pes ediyordum ama sonunda calistirdim telefonda problem yok tik calisiyor ama windows anlasmasi epey zahmetli driver problemleri yuzunden ,1
315,urun harika hersey iyi herkeze tavsiye ederim magazaya ayrica tesekkurler,1
316,urun iyi kargo ehh orta kaliteli hissediliyor buyuk kulaklilar almasin bence kalmis,1
317,urun guzel kesinlikle tavsiye ederim fiyata kulaklik ucuz kotu yorumlara inanmayin ,1
318,urun guzel fiyata iyi aux kablosu dahil olmasi super ,1
319,parasini hak eden yalnizca bluetooth pili fm radyo iyi cekiyor malzemesi kaliteli iki katlamada kirilacak ses cikariyor sesi 5tl lik kulakliklar mikrofon biraz yuksek sesli konusmaniz gerek sonucta agizdan uzakta paraya kablosuz kulaklik alabiliyor olmaniz buyuk nimet ancak kablosuz kulaklik gerekliyse alin turlu uzerine biraz koyup iyi almaniz mantikli ,1
320,urunu teslim aldim urun parasini fazlasi hak ediyor malum 35 tl verip beats performansi beliyenler ilginc versiyon olan bluetooth 5 0 geliyor biraz kibar davranmak lazim malum plastik heran kirilabilir radyo modundanda beklemeyin zayif bunlari hesap ederek alin,1
321,ses kotu cizirtili begenmedim,1
322,urun anlatildigi gibiydi fakat fatura gonderilmemis e- fatura olarak gondereceklerini soylediler gonderilmedi ,1
323,sesi biraz kisik ama guzel,1
324,parasina gore iyi urun,1
325,hassas kullanmak lazim dayanikli gorunmuyor fiyatina gore iyi profesyonel muzik dinleyeceksiniz yuksek ses kalitesi istiyorsaniz almayin,1
326,urunun sesi kozmetik goruntusu iyi fiyatina gore cok kaliteli,1
327,ses kalitesi olarak guzel baya sevdim tek sorun bluthoot 0 5 saniye gecikme oluyor oyun oynamiyorsan oda sorun olmaz aux kablosu ayri bi guzel,1
328,urunu f p anlaminda degerlendirmek gerekirse gercekten yeterli fazla performans gosteriyor tek problem kulakustu olmasindan kaynakli olmak kulaginizin dis kisimlarinda agri yapabiliyor kullanim surenize kulak yapiniza gore degiskenlik gosterebilir fiyatlara alinabilecek kulakliklar arasinda iyisi denilebilir begendim magazaya tesekkur ediyorum kotu yorumlar gorusler aldanmayin aux kablosu vs tam geldi,1
329,urunun yaninda 8gb kart secmistim 16gb gondermissiniz yanlislikla olmadiysa hediyeniz tesekkurler,1
330,begendim ses yalitimi biliyordum kirilganlik hissi biliyordum ama ragmen guzel,1
331,katlanip acilan urun acarken kirilacak oluyor kenarlari aciliyor bakalim omru olacak sesi fana degil aux kablosu olmus 10 tl fiyata alinir ummayin ama ,1
332,gayet guzel bi urun sesi kaliteli sadece disari biraz fazla veriyor sarki acmasaniz bile taktigimiz an disari baglantiniz kopuyor,1
333,kargo sureci haricinde kulaklik guzel ses duzeyide gayet iyi,1
334,urun paketi iyiydi sesi gayet iyi aux sarj kablosuda geldi tesekkurler,1
335,anlatildigi begendim an kirilacakmis izlenim veriyor parasina gore bence uzun vadeli alacaksaniz kaliteli urun alin derim ,1
336,bi problem yok gayet kullanisli,1
337,urunun kendisi parasina gore iyi sesi disariya verse ses ayni sekilde iyi ama kablosu kisa ,1
338,urun guzel ama kablo yoktu bide cizik geldi,1
339,urun iyi sesi iyi ama bilginiz olsun sesi sona cekince disari baya bi ses gidiyo ayrica icinden aux kablosu cikmadi o yuzden 4 yildiz ğ,1
340,bluetooth sorunu urun istedigim sorunla karsilasmadim memnun kaldim tavsiye ederim,1
341,hayir kesinlikle begenmedim kargo firmasi teslim etmeden adrese gelmeden adreste yok diyor,1
342,bassi acinca acayip muzik bozuluyor ,1
343,ses verimi sagliksiz bass i acinca ses acayip bozuluyor ,1
344,profesyonel ihtiyac degil cocuklarin gonlunu eglemek ideal urun klavuzu yetersiz sarj taktiktan dakika kirmizi isik sonuyor sarj olup olmadigi takip edilemiyor 3 saat beklemek gerekiyormus sarjda,1
345,urun super paketleme guzeldi fiyata alinabilecek urun tek eksi yonu disariya ses vermesi ama fiyata iyisini beklemek hayalcilik olur azindan kablo derdi olmadan muzik dinlenir ses kalitesi guzel alinabilir,1
346,urun sorunsuz ulasti simdilik deneme surecindeyiz,1
347,ses disari cikiyor radyosu calismiyor sarji dayanmiyor 40 dakkada bitti ama fiyatina gore iyi arama bile yapiliyor,1
348,ankaranin gobeginde radyosu cekmiyor radyo frekans ayari kotu mp3 dinlerken ses iyi ,1
349,10 numara 5 yildiz muhtesemğ,1
350,urun guzel 1haftadir kullaniyorum guzel jarjida iyi gidiyor ayni urunu disarida 60 tl dediler,1
351,mukemmel hesapli urun,1
352,urun guzel acikca soyleyeyim 3 saat kullandiktan kulagim aciyor o kulaktan buyuk olmadigi kulagin ustune durdugu acitmasi normal ama begendim aldim guzel kesinlikle tavsiye ederim o fiyata uygun paraniz varsa buyugunu alin kulaginizin cevresini kaplasin kulaginizi acitmasin ama param yok diyorsan kesinlikle al begendim parasiz arkadaslarima oneririm uygun urun hizli geldi kargolanmasi guzel muthis sapasaglam paket acma ama birlikte 3 saat kullandim sarj etmeden,1
353,kesinlikle super guzel alinabilecek iyisi cocuklar bicilmis kaftan iyi fiyata iyisi yok,1
354,urun guzel ancak icerisinden aux kablosu cikmadi radyo idare eder radyodayken net bi ses beklentiniz olmasin alttan surekli cizirti sesi geliyor baglantisi guzel ses bas tiz fiyata gore guzel saglamlik konusu goreceli komple plastik katlanir yerlerle oynanirsa elinizde kalir hissi veriyor ,1
355,urun gayet guzel ama kargolama sirasinda urunun faturasi dusmus ama sorun deil fiyata urun harika bilirim tesekkur ederim ,1
356,kutu icinden kulaklik sarj kablosu aux kablosu cikiyor aux kablosu bozuktu ama fiyat performans olarak iyi kulaklik saticinin soyledigi sorunsuz du 2 gundur kullaniyorum sarj etmedim ama pil kapasitesi ozellikler kisminda belirtilmeli ,1
357,urun siparisi verdikten 2 gun elime ulasti kargolanmasi gayet iyi fakat katlanmis olarak gelen kulakligin kulaga temas eden sunger kismina catal ucu batmis seklinde kucuk yirtigi kusuru ses kalitesi verilen ucrete gore iyi kablosuz sekilde kullandim fiyat performans olarak gercekten iyi radyo calismiyor konuda heveslenmeyin ayrica gece karanlik odada kablosuz olarak kullanirsaniz evinize biran polis ambulans gelmis hissi olusabilir sebebi kulaklikta yanip sonen isiklar olayi sonradan farkettim ğ 30 kusur tl ye alinabilecek iyi kulaklik fiyata urun iyi ,1
358,aksam siparis verdim ertesi gun oglen geldi hizli kargolama tesekkurler ,1
359,parasina gore iyi icinden aux kablosu cikiyor sarji bitse bile kablolu olarakda kullanabiliyirsunuz iyi dusunulmus,1
360,urunun sag tarafi calismiyor magazaya ilettim hemen degisim yapalim dediler ama bence gerek yok boylede iyi 5 dk dan fazla yuksek seste muzik dinlerseniz basiniz agriyor o kaliteli bi urun dusunmeden alin derim fakat kotu kargolanmis ama urun iyidi isterseniz kablolu kullanin kulaklignizi sarj edin die 2 kabloda gondermisler fiyata harika,1
361,urun iyi tam bekledigim sesi net iletiyo disardaki sesleride engelliyor tek sikintisi ele alininca biraz kirilganlik hissi vermesi disinda super urunun yaninda aux sarj kablosuda mevcut ,1
362,gayet iyi cocuklar guzel bekledigim fiyata teknoloji bedava ,1
363,hayir begenmedim kulakligin calismiyor,1
364,urun iyi tavsiye ederim,1
365,urun guzel paketlenmis hizli gonderildi kulaklik gayet guzel kablolu kablosuz denedim guzel ,1
366,oncelikle urunun ses kalitesi satin aldigim fiyata gore gayet kaliteli urun katlanabiliyor sayede cantada yer kapliyor sd card ozelligi urunu kablosuz mp3 cihazi olarak kullanabiliyorsunuz iyi bi ozellik urunun sarji bittiginde aux kablosunu baglayarak telefon kullanabilirsiniz - urunun plastik kalitesi ortalamanin altinda kaliyor an kirilacak hissi veriyor yuzden katli gelen urunu tam boyuta getirirken bile korkuyorsunuz - fm radyo ozelligi calismiyor sadece o moda geliyorsunuz parazit dinliyorsunuz - onemlisi bence urunun pili guvenli de-gil fm radyo modunda kablosuz bluetooth modunda pil isiniyor sag kulaklik tuslarin ustu ama pil isinmasi el yakacak duzeyde degil ama yinede hissediliyor - pil omru kisa kaliyor maks 30dk lik kullanim sunuyor yuzden powerbank dolasmanizda fayda ,1
367,urun geldiginde kirildi kirilacak gibiydi tarafinda cizik vardi insanin aklina ikinci el suphesi soktu,1
368,magazayi tebrik ediyorum aux kablosu eksik gonderilmis bildirdim basit kabloyu bile ciddiyetle yeniden gonderdiler kablo elime gecmese kargo takibinden gonderildigini gordum tesekkurler ,1
369,urun fiyat performans fakat urunu takinca kulak terliyor,1
370,urun fiyatina gore iyi urun tek rahatsiz eden sesi disari cokca vermesi disinda sikintisi yok ses kalitesi iyi geldi baglantisi hizli goruntusu birebir ayni ufak bi sokugu vardi kulaklik kisminda artik fiyata olacaktir dusunuyorum magaza inanilmaz cabuk yolladi ayrica tesekkur ederim 1 gunde elimdeydi guzel alisveris oldu umarim uzun omurlu olur ğ,1
371,f p acisindan mukemmel kulaklik fiyatini hakediyor tavsiye ederim ,1
